datetime,aqi,co,no2,o3,so2,pm2_5,pm10,nh3
2025-09-19 00:00:00,2,82.86,0.07,39.93,0.3,6.64,27.16,0.0
2025-09-19 01:00:00,2,82.94,0.07,40.4,0.29,6.61,27.08,0.0
2025-09-19 02:00:00,2,83.07,0.07,40.91,0.28,6.57,27.15,0.0
2025-09-19 03:00:00,2,83.17,0.07,41.61,0.27,6.52,27.5,0.0
2025-09-19 04:00:00,2,83.45,0.07,42.28,0.26,6.45,27.59,0.0
2025-09-19 05:00:00,2,83.5,0.06,42.62,0.25,6.36,27.3,0.0
2025-09-19 06:00:00,2,83.59,0.06,42.8,0.25,6.27,26.88,0.0
2025-09-19 07:00:00,2,83.49,0.07,42.75,0.25,6.21,26.63,0.0
2025-09-19 08:00:00,2,83.45,0.07,42.78,0.25,6.11,26.12,0.0
2025-09-19 09:00:00,2,83.18,0.06,42.83,0.24,5.95,25.23,0.0
2025-09-19 10:00:00,2,83.1,0.05,42.89,0.24,5.8,24.32,0.0
2025-09-19 11:00:00,2,82.95,0.04,42.77,0.23,5.71,23.56,0.0
2025-09-19 12:00:00,2,82.65,0.04,42.4,0.23,5.65,22.92,0.0
2025-09-19 13:00:00,2,82.4,0.03,41.79,0.23,5.65,22.53,0.0
2025-09-19 14:00:00,2,81.97,0.03,41.2,0.24,5.71,22.5,0.0
2025-09-19 15:00:00,2,81.91,0.04,40.92,0.25,5.82,22.84,0.0
2025-09-19 16:00:00,2,81.78,0.04,40.82,0.25,5.91,23.2,0.0
2025-09-19 17:00:00,2,81.56,0.05,40.99,0.26,5.97,23.56,0.0
2025-09-19 18:00:00,2,81.5,0.06,41.41,0.26,6.02,23.87,0.0
2025-09-19 19:00:00,2,81.52,0.07,41.8,0.26,6.06,24.1,0.0
2025-09-19 20:00:00,2,81.56,0.07,42.21,0.26,6.09,24.2,0.0
2025-09-19 21:00:00,2,81.41,0.07,42.56,0.25,6.08,23.94,0.0
2025-09-19 22:00:00,2,81.44,0.07,42.94,0.25,6.05,23.51,0.0
2025-09-19 23:00:00,2,81.44,0.07,43.12,0.24,6.05,23.22,0.0
2025-09-20 00:00:00,2,81.06,0.06,42.85,0.24,6.09,23.12,0.0
2025-09-20 01:00:00,2,80.65,0.07,42.39,0.24,6.06,22.74,0.0
2025-09-20 02:00:00,2,80.2,0.06,41.85,0.24,5.9,21.81,0.0
2025-09-20 03:00:00,2,80.04,0.06,41.51,0.23,5.61,20.37,0.0
2025-09-20 04:00:00,1,80.19,0.06,41.74,0.23,5.24,18.75,0.0
2025-09-20 05:00:00,1,80.49,0.06,42.58,0.22,4.85,17.14,0.0
2025-09-20 06:00:00,1,81.12,0.06,43.69,0.21,4.49,15.67,0.0
2025-09-20 07:00:00,1,81.46,0.06,44.72,0.2,4.2,14.48,0.0
2025-09-20 08:00:00,1,81.71,0.06,45.55,0.19,3.99,13.6,0.0
2025-09-20 09:00:00,1,81.83,0.05,46.02,0.18,3.83,12.9,0.0
2025-09-20 10:00:00,1,81.63,0.05,46.06,0.18,3.74,12.51,0.0
2025-09-20 11:00:00,1,81.44,0.04,45.57,0.18,3.72,12.44,0.0
2025-09-20 12:00:00,1,81.03,0.03,44.62,0.19,3.73,12.51,0.0
2025-09-20 13:00:00,1,80.71,0.03,43.49,0.19,3.72,12.6,0.0
2025-09-20 14:00:00,1,80.36,0.03,42.39,0.19,3.69,12.65,0.0
2025-09-20 15:00:00,1,80.53,0.04,41.6,0.2,3.67,12.77,0.0
2025-09-20 16:00:00,1,80.66,0.04,40.98,0.2,3.6,12.76,0.0
2025-09-20 17:00:00,1,80.94,0.05,40.65,0.2,3.53,12.66,0.0
2025-09-20 18:00:00,1,81.35,0.06,40.75,0.21,3.47,12.54,0.0
2025-09-20 19:00:00,1,81.98,0.07,41.1,0.21,3.42,12.41,0.0
2025-09-20 20:00:00,1,82.44,0.07,41.52,0.21,3.4,12.36,0.0
2025-09-20 21:00:00,1,82.6,0.07,41.99,0.2,3.38,12.31,0.0
2025-09-20 22:00:00,1,82.84,0.07,42.31,0.2,3.41,12.41,0.0
2025-09-20 23:00:00,1,82.62,0.06,42.22,0.21,3.51,12.78,0.0
2025-09-21 00:00:00,1,82.03,0.06,41.71,0.21,3.63,13.24,0.0
2025-09-21 01:00:00,1,81.53,0.06,41.22,0.22,3.76,13.7,0.0
2025-09-21 02:00:00,1,81.26,0.06,41.04,0.22,3.83,13.96,0.0
2025-09-21 03:00:00,1,81.04,0.06,41.21,0.22,3.84,13.96,0.0
2025-09-21 04:00:00,1,81.34,0.06,41.85,0.21,3.77,13.63,0.0
2025-09-21 05:00:00,1,81.65,0.06,42.49,0.21,3.67,13.23,0.0
2025-09-21 06:00:00,1,81.87,0.06,42.78,0.2,3.59,12.62,0.0
2025-09-21 07:00:00,1,81.87,0.06,42.97,0.2,3.51,11.89,0.0
2025-09-21 08:00:00,1,81.84,0.07,43.0,0.19,3.43,11.13,0.0
2025-09-21 09:00:00,1,81.91,0.06,43.15,0.17,3.31,10.63,0.0
2025-09-21 10:00:00,1,81.51,0.05,42.68,0.17,3.28,10.64,0.0
2025-09-21 11:00:00,1,80.71,0.05,41.74,0.18,3.28,10.76,0.0
2025-09-21 12:00:00,1,80.12,0.04,40.78,0.19,3.25,10.76,0.0
2025-09-21 13:00:00,1,79.76,0.04,40.07,0.19,3.12,10.44,0.0
2025-09-21 14:00:00,1,79.6,0.04,39.58,0.19,2.95,9.96,0.0
2025-09-21 15:00:00,1,80.13,0.04,39.61,0.19,2.72,9.21,0.0
2025-09-21 16:00:00,1,80.72,0.04,40.01,0.19,2.51,8.47,0.0
2025-09-21 17:00:00,1,81.23,0.04,40.33,0.2,2.39,8.07,0.0
2025-09-21 18:00:00,1,81.9,0.05,40.66,0.21,2.33,7.95,0.0
2025-09-21 19:00:00,1,82.31,0.06,40.73,0.21,2.29,7.94,0.0
2025-09-21 20:00:00,1,82.84,0.06,40.8,0.22,2.26,7.88,0.0
2025-09-21 21:00:00,1,83.07,0.06,40.91,0.22,2.23,7.75,0.0
2025-09-21 22:00:00,1,83.37,0.06,41.09,0.22,2.22,7.64,0.0
2025-09-21 23:00:00,1,83.34,0.07,41.02,0.22,2.25,7.61,0.0
2025-09-22 00:00:00,1,82.92,0.07,40.65,0.22,2.3,7.56,0.0
2025-09-22 01:00:00,1,82.53,0.07,40.35,0.21,2.35,7.47,0.0
2025-09-22 02:00:00,1,82.52,0.07,40.26,0.21,2.38,7.33,0.0
2025-09-22 03:00:00,1,82.65,0.07,40.45,0.2,2.38,7.07,0.0
2025-09-22 04:00:00,1,83.07,0.06,40.89,0.2,2.38,6.85,0.0
2025-09-22 05:00:00,1,83.73,0.06,41.53,0.2,2.37,6.71,0.0
2025-09-22 06:00:00,1,84.62,0.06,42.27,0.21,2.39,6.82,0.0
2025-09-22 07:00:00,1,85.33,0.07,43.08,0.23,2.45,7.2,0.0
2025-09-22 08:00:00,1,86.19,0.07,44.08,0.25,2.49,7.47,0.0
2025-09-22 09:00:00,1,86.64,0.06,44.92,0.25,2.49,7.36,0.0
2025-09-22 10:00:00,1,86.93,0.05,45.73,0.24,2.41,6.97,0.0
2025-09-22 11:00:00,1,86.81,0.05,45.98,0.21,2.3,6.56,0.0
2025-09-22 12:00:00,1,86.38,0.04,45.52,0.18,2.2,6.18,0.0
2025-09-22 13:00:00,1,85.45,0.04,44.01,0.18,2.22,6.3,0.0
2025-09-22 14:00:00,1,84.55,0.04,42.15,0.19,2.27,6.51,0.0
2025-09-22 15:00:00,1,83.87,0.04,40.32,0.2,2.33,6.82,0.0
2025-09-22 16:00:00,1,83.19,0.05,38.64,0.22,2.4,7.21,0.0
2025-09-22 17:00:00,1,82.91,0.06,37.5,0.23,2.45,7.55,0.0
2025-09-22 18:00:00,1,83.26,0.07,37.06,0.23,2.46,7.78,0.0
2025-09-22 19:00:00,1,83.91,0.07,37.03,0.24,2.46,8.02,0.0
2025-09-22 20:00:00,1,84.64,0.07,37.29,0.25,2.42,8.28,0.0
2025-09-22 21:00:00,1,85.27,0.07,37.84,0.25,2.34,8.4,0.0
2025-09-22 22:00:00,1,85.79,0.07,38.58,0.25,2.27,8.39,0.0
2025-09-22 23:00:00,1,85.93,0.07,39.17,0.26,2.26,8.46,0.0
2025-09-23 00:00:00,1,85.5,0.07,39.21,0.26,2.29,8.56,0.0
2025-09-23 01:00:00,1,84.86,0.07,39.06,0.26,2.35,8.69,0.0
2025-09-23 02:00:00,1,84.19,0.07,38.73,0.26,2.44,8.84,0.0
2025-09-23 03:00:00,1,83.76,0.07,38.61,0.26,2.54,9.02,0.0
2025-09-23 04:00:00,1,83.83,0.07,39.02,0.26,2.64,9.21,0.0
2025-09-23 05:00:00,1,84.26,0.06,39.8,0.26,2.74,9.4,0.0
2025-09-23 06:00:00,1,84.96,0.06,40.78,0.25,2.84,9.47,0.0
2025-09-23 07:00:00,1,85.8,0.06,41.72,0.25,2.9,9.33,0.0
2025-09-23 08:00:00,1,86.5,0.07,42.31,0.25,2.92,9.35,0.0
2025-09-23 09:00:00,1,86.86,0.06,42.47,0.25,2.91,9.37,0.0
2025-09-23 10:00:00,1,87.13,0.05,42.27,0.25,2.9,9.42,0.0
2025-09-23 11:00:00,1,87.31,0.05,41.63,0.26,2.9,9.49,0.0
2025-09-23 12:00:00,1,87.29,0.04,40.71,0.26,2.87,9.39,0.0
2025-09-23 13:00:00,1,87.1,0.04,39.84,0.26,2.8,9.1,0.0
2025-09-23 14:00:00,1,86.84,0.04,39.32,0.26,2.7,8.76,0.0
2025-09-23 15:00:00,1,87.05,0.04,39.45,0.26,2.63,8.6,0.0
2025-09-23 16:00:00,1,87.06,0.04,39.88,0.26,2.63,8.71,0.0
2025-09-23 17:00:00,1,87.01,0.05,40.5,0.26,2.68,9.04,0.0
2025-09-23 18:00:00,1,87.12,0.06,41.08,0.27,2.79,9.45,0.0
2025-09-23 19:00:00,1,87.0,0.07,41.31,0.28,2.93,9.99,0.0
2025-09-23 20:00:00,1,86.69,0.07,41.05,0.29,3.1,10.7,0.0
2025-09-23 21:00:00,1,86.02,0.07,40.53,0.3,3.27,11.33,0.0
2025-09-23 22:00:00,1,85.53,0.07,40.09,0.31,3.44,11.94,0.0
2025-09-23 23:00:00,1,85.01,0.07,39.62,0.32,3.63,12.61,0.0
2025-09-24 00:00:00,1,84.2,0.07,39.29,0.32,3.8,13.15,0.0
2025-09-24 01:00:00,1,83.57,0.06,39.16,0.33,3.93,13.61,0.0
2025-09-24 02:00:00,1,82.97,0.06,39.13,0.33,4.03,13.99,0.0
2025-09-24 03:00:00,1,82.81,0.06,39.25,0.33,4.12,14.44,0.0
2025-09-24 04:00:00,1,82.72,0.06,39.5,0.33,4.21,14.92,0.0
2025-09-24 05:00:00,1,82.8,0.06,39.86,0.33,4.28,15.38,0.0
2025-09-24 06:00:00,1,82.98,0.06,40.17,0.33,4.34,15.52,0.0
2025-09-24 07:00:00,1,83.2,0.06,40.4,0.32,4.37,15.3,0.0
2025-09-24 08:00:00,1,83.3,0.06,40.64,0.31,4.35,14.99,0.0
2025-09-24 09:00:00,1,83.53,0.06,40.76,0.29,4.31,15.02,0.0
2025-09-24 10:00:00,1,83.59,0.05,40.73,0.28,4.28,15.25,0.0
2025-09-24 11:00:00,1,83.74,0.05,40.56,0.28,4.27,15.39,0.0
2025-09-24 12:00:00,1,83.95,0.05,40.31,0.27,4.26,15.4,0.0
2025-09-24 13:00:00,1,83.93,0.05,39.83,0.28,4.27,15.38,0.0
2025-09-24 14:00:00,1,83.88,0.04,39.35,0.28,4.28,15.32,0.0
2025-09-24 15:00:00,1,84.29,0.05,39.16,0.28,4.34,15.45,0.0
2025-09-24 16:00:00,1,84.47,0.05,39.05,0.29,4.4,15.61,0.0
2025-09-24 17:00:00,1,84.74,0.05,39.0,0.29,4.46,15.76,0.0
2025-09-24 18:00:00,1,85.26,0.06,39.18,0.3,4.52,15.79,0.0
2025-09-24 19:00:00,1,85.89,0.07,39.5,0.29,4.55,15.69,0.0
2025-09-24 20:00:00,1,86.67,0.07,40.16,0.29,4.57,15.63,0.0
2025-09-24 21:00:00,1,87.58,0.07,41.17,0.28,4.55,15.64,0.0
2025-09-24 22:00:00,1,88.77,0.07,42.64,0.27,4.61,16.31,0.0
2025-09-24 23:00:00,1,89.73,0.06,44.01,0.27,4.84,17.7,0.0
2025-09-25 00:00:00,1,90.31,0.06,45.23,0.27,5.14,18.78,0.0
2025-09-25 01:00:00,1,91.05,0.06,46.24,0.26,5.45,19.46,0.0
2025-09-25 02:00:00,2,91.52,0.06,47.15,0.25,5.73,20.04,0.0
2025-09-25 03:00:00,2,91.78,0.06,48.03,0.25,6.0,20.59,0.0
2025-09-25 04:00:00,2,91.95,0.06,48.75,0.24,6.24,21.18,0.0
2025-09-25 05:00:00,2,91.97,0.06,49.28,0.23,6.45,21.9,0.0
2025-09-25 06:00:00,2,92.12,0.06,49.66,0.22,6.67,23.06,0.0
2025-09-25 07:00:00,2,92.12,0.06,49.87,0.22,6.9,24.3,0.0
2025-09-25 08:00:00,2,91.97,0.06,49.94,0.22,7.11,25.25,0.0
2025-09-25 09:00:00,2,92.01,0.05,49.82,0.21,7.27,25.93,0.0
2025-09-25 10:00:00,2,91.95,0.04,49.63,0.2,7.41,26.56,0.0
2025-09-25 11:00:00,2,91.95,0.04,49.23,0.19,7.52,27.09,0.0
2025-09-25 12:00:00,2,91.87,0.04,48.64,0.18,7.59,27.47,0.0
2025-09-25 13:00:00,2,91.72,0.04,47.99,0.17,7.64,27.93,0.0
2025-09-25 14:00:00,2,91.6,0.03,47.34,0.17,7.68,28.34,0.0
2025-09-25 15:00:00,2,91.85,0.04,47.05,0.16,7.74,28.72,0.0
2025-09-25 16:00:00,2,92.04,0.04,46.91,0.16,7.73,29.03,0.0
2025-09-25 17:00:00,2,92.3,0.04,46.88,0.15,7.66,29.14,0.0
2025-09-25 18:00:00,2,92.52,0.05,46.99,0.15,7.57,29.03,0.0
2025-09-25 19:00:00,2,92.77,0.06,47.04,0.14,7.52,29.01,0.0
2025-09-25 20:00:00,2,92.99,0.06,47.11,0.14,7.46,28.89,0.0
2025-09-25 21:00:00,2,92.97,0.06,47.02,0.13,7.34,28.43,0.0
2025-09-25 22:00:00,2,92.98,0.06,46.94,0.13,7.2,27.88,0.0
2025-09-25 23:00:00,2,92.97,0.06,46.86,0.13,7.08,27.4,0.0
2025-09-26 00:00:00,2,92.71,0.06,46.68,0.12,6.93,26.68,0.0
2025-09-26 01:00:00,2,92.55,0.06,46.49,0.12,6.77,26.0,0.0
2025-09-26 02:00:00,2,92.38,0.05,46.37,0.11,6.65,25.63,0.0
2025-09-26 03:00:00,2,92.13,0.05,46.33,0.11,6.6,25.59,0.0
2025-09-26 04:00:00,2,91.84,0.05,46.35,0.11,6.61,25.71,0.0
2025-09-26 05:00:00,2,91.7,0.05,46.51,0.11,6.64,25.83,0.0
2025-09-26 06:00:00,2,91.65,0.05,46.59,0.11,6.77,26.47,0.0
2025-09-26 07:00:00,2,91.66,0.05,46.7,0.11,6.94,27.29,0.0
2025-09-26 08:00:00,2,91.53,0.06,46.98,0.11,7.05,27.76,0.0
2025-09-26 09:00:00,2,91.54,0.05,47.38,0.11,7.13,28.2,0.0
2025-09-26 10:00:00,2,91.52,0.05,47.63,0.1,7.2,28.78,0.0
2025-09-26 11:00:00,2,91.58,0.04,47.7,0.1,7.28,29.36,0.0
2025-09-26 12:00:00,2,91.46,0.03,47.45,0.1,7.31,29.69,0.0
2025-09-26 13:00:00,2,91.32,0.03,46.75,0.09,7.33,29.96,0.0
2025-09-26 14:00:00,2,90.98,0.03,45.96,0.09,7.36,30.27,0.0
2025-09-26 15:00:00,2,90.96,0.03,45.37,0.08,7.39,30.75,0.0
2025-09-26 16:00:00,2,90.85,0.03,44.96,0.08,7.34,30.5,0.0
2025-09-26 17:00:00,2,90.82,0.04,44.75,0.07,7.22,29.75,0.0
2025-09-26 18:00:00,2,90.95,0.04,44.72,0.07,7.04,28.58,0.0
2025-09-26 19:00:00,2,90.99,0.05,44.69,0.06,6.87,27.55,0.0
2025-09-26 20:00:00,2,91.03,0.05,44.76,0.06,6.68,26.45,0.0
2025-09-26 21:00:00,2,90.99,0.05,44.77,0.06,6.43,25.08,0.0
2025-09-26 22:00:00,2,91.15,0.05,44.7,0.06,6.19,23.77,0.0
2025-09-26 23:00:00,2,91.19,0.05,44.71,0.06,5.95,22.46,0.0
2025-09-27 00:00:00,2,91.1,0.05,44.58,0.06,5.7,21.15,0.0
2025-09-27 01:00:00,2,91.07,0.05,44.66,0.06,5.55,20.47,0.0
2025-09-27 02:00:00,2,91.02,0.05,44.82,0.07,5.55,20.57,0.0
2025-09-27 03:00:00,2,90.85,0.05,45.17,0.08,5.71,21.53,0.0
2025-09-27 04:00:00,2,90.79,0.05,45.8,0.08,5.98,23.02,0.0
2025-09-27 05:00:00,2,90.51,0.04,46.55,0.1,6.33,24.86,0.0
2025-09-27 06:00:00,2,90.33,0.04,47.58,0.1,6.73,26.9,0.0
2025-09-27 07:00:00,2,90.39,0.04,48.53,0.11,7.17,29.07,0.0
2025-09-27 08:00:00,2,90.56,0.04,49.38,0.1,7.61,31.06,0.0
2025-09-27 09:00:00,2,90.84,0.04,49.97,0.1,8.04,32.87,0.0
2025-09-27 10:00:00,2,91.16,0.03,49.91,0.09,8.61,35.22,0.0
2025-09-27 11:00:00,2,91.51,0.03,49.63,0.09,9.17,37.48,0.0
2025-09-27 12:00:00,2,91.54,0.03,49.07,0.08,9.62,39.21,0.0
2025-09-27 13:00:00,2,91.41,0.03,48.46,0.08,9.91,40.21,0.0
2025-09-27 14:00:00,2,91.28,0.03,47.94,0.07,10.1,40.74,0.0
2025-09-27 15:00:00,2,91.22,0.03,47.83,0.07,10.11,40.3,0.0
2025-09-27 16:00:00,2,90.95,0.03,47.66,0.06,9.93,38.78,0.0
2025-09-27 17:00:00,2,90.7,0.03,47.71,0.06,9.63,36.93,0.0
2025-09-27 18:00:00,2,90.61,0.04,48.08,0.06,9.21,34.72,0.0
2025-09-27 19:00:00,2,90.43,0.04,48.51,0.06,8.68,32.13,0.0
2025-09-27 20:00:00,2,90.2,0.05,48.93,0.07,8.06,29.28,0.0
2025-09-27 21:00:00,2,89.9,0.05,49.39,0.09,7.43,26.49,0.0
2025-09-27 22:00:00,2,89.79,0.05,49.62,0.1,6.91,24.22,0.0
2025-09-27 23:00:00,2,89.53,0.05,49.55,0.12,6.53,22.58,0.0
2025-09-28 00:00:00,2,89.25,0.05,49.09,0.14,6.35,21.73,0.0
2025-09-28 01:00:00,2,89.14,0.05,48.51,0.17,6.39,21.9,0.0
2025-09-28 02:00:00,2,88.94,0.05,47.95,0.21,6.58,22.72,0.0
2025-09-28 03:00:00,2,88.79,0.05,47.7,0.25,6.78,23.54,0.0
2025-09-28 04:00:00,2,88.82,0.05,47.78,0.27,6.87,23.81,0.0
2025-09-28 05:00:00,2,88.91,0.04,48.23,0.29,6.94,24.14,0.0
2025-09-28 06:00:00,2,89.0,0.04,48.85,0.31,7.13,25.06,0.0
2025-09-28 07:00:00,2,89.29,0.04,49.66,0.32,7.49,26.88,0.0
2025-09-28 08:00:00,2,89.5,0.05,50.47,0.33,7.99,29.45,0.0
2025-09-28 09:00:00,2,89.89,0.04,51.53,0.34,8.59,32.51,0.0
2025-09-28 10:00:00,2,90.17,0.04,52.37,0.35,9.28,36.14,0.0
2025-09-28 11:00:00,2,90.46,0.03,52.77,0.35,10.05,40.26,0.0
2025-09-28 12:00:00,2,90.6,0.03,52.7,0.35,10.79,44.36,0.0
2025-09-28 13:00:00,2,90.7,0.03,52.18,0.35,11.43,48.11,0.0
2025-09-28 14:00:00,3,90.75,0.03,51.45,0.34,12.0,51.71,0.0
2025-09-28 15:00:00,3,91.31,0.03,50.85,0.34,12.52,55.18,0.0
2025-09-28 16:00:00,3,91.32,0.04,50.11,0.35,12.8,57.27,0.0
2025-09-28 17:00:00,3,91.07,0.04,49.4,0.36,12.86,58.09,0.0
2025-09-28 18:00:00,3,91.09,0.06,48.9,0.38,12.73,57.73,0.0
2025-09-28 19:00:00,3,90.9,0.07,48.37,0.41,12.17,54.6,0.0
2025-09-28 20:00:00,2,90.74,0.07,48.15,0.44,11.16,49.15,0.0
2025-09-28 21:00:00,2,90.31,0.07,48.28,0.47,9.93,43.26,0.0
2025-09-28 22:00:00,2,90.14,0.07,48.92,0.5,8.94,39.65,0.0
2025-09-28 23:00:00,2,90.17,0.08,49.73,0.53,8.34,38.4,0.0
2025-09-29 00:00:00,2,90.05,0.08,50.48,0.54,8.14,39.34,0.0
2025-09-29 01:00:00,2,89.75,0.08,50.7,0.55,8.0,39.41,0.0
2025-09-29 02:00:00,2,89.42,0.08,50.43,0.56,7.76,38.33,0.0
2025-09-29 03:00:00,2,89.36,0.08,50.97,0.57,7.69,38.76,0.0
2025-09-29 04:00:00,2,89.31,0.08,52.06,0.58,7.89,41.02,0.0
2025-09-29 05:00:00,2,89.23,0.08,53.38,0.59,8.24,44.31,0.0
2025-09-29 06:00:00,2,89.42,0.07,54.25,0.6,8.65,47.49,0.0
2025-09-29 07:00:00,2,89.86,0.08,54.28,0.62,8.94,49.19,0.0
2025-09-29 08:00:00,3,90.15,0.09,53.78,0.63,9.17,50.71,0.0
2025-09-29 09:00:00,3,90.44,0.09,53.19,0.63,9.49,53.15,0.0
2025-09-29 10:00:00,3,90.8,0.08,52.48,0.63,9.91,56.28,0.0
2025-09-29 11:00:00,3,91.1,0.08,51.77,0.64,10.39,59.7,0.0
2025-09-29 12:00:00,3,91.27,0.08,51.02,0.63,10.94,63.28,0.0
2025-09-29 13:00:00,3,91.32,0.07,50.43,0.62,11.6,67.13,0.0
2025-09-29 14:00:00,3,91.36,0.07,49.93,0.61,12.33,71.27,0.0
2025-09-29 15:00:00,3,91.64,0.08,49.83,0.6,13.14,75.35,0.0
2025-09-29 16:00:00,3,91.46,0.09,49.67,0.6,13.83,78.16,0.0
2025-09-29 17:00:00,3,91.22,0.1,49.45,0.6,14.34,79.39,0.0
2025-09-29 18:00:00,3,91.07,0.11,49.47,0.62,14.66,79.47,0.0
2025-09-29 19:00:00,3,91.03,0.12,49.38,0.64,14.71,78.12,0.0
2025-09-29 20:00:00,3,91.03,0.12,48.92,0.65,14.42,75.5,0.0
2025-09-29 21:00:00,3,90.7,0.13,48.06,0.67,13.93,72.59,0.0
2025-09-29 22:00:00,3,89.96,0.13,46.99,0.7,13.51,70.17,0.0
2025-09-29 23:00:00,3,89.27,0.13,46.18,0.71,13.28,68.38,0.0
2025-09-30 00:00:00,3,88.65,0.14,45.69,0.71,13.32,67.81,0.0
2025-09-30 01:00:00,3,88.66,0.14,45.58,0.72,13.75,69.18,0.0
2025-09-30 02:00:00,3,89.22,0.15,45.81,0.72,14.51,72.28,0.0
2025-09-30 03:00:00,3,90.76,0.2,46.57,0.7,15.55,77.11,0.0
2025-09-30 04:00:00,3,94.14,0.29,47.22,0.72,16.68,82.23,0.0
2025-09-30 05:00:00,3,100.43,0.43,48.19,0.77,17.99,87.56,0.0
2025-09-30 06:00:00,3,91.27,0.11,48.64,0.67,14.71,77.64,0.0
2025-09-30 07:00:00,3,91.7,0.11,50.11,0.65,15.43,79.89,0.0
2025-09-30 08:00:00,3,92.03,0.13,51.34,0.61,16.08,81.29,0.0
2025-09-30 09:00:00,3,92.31,0.12,52.18,0.61,16.54,79.09,0.0
2025-09-30 10:00:00,3,92.66,0.1,53.0,0.59,16.94,76.35,0.0
2025-09-30 11:00:00,3,93.02,0.08,53.86,0.54,17.39,75.1,0.0
2025-09-30 12:00:00,3,93.29,0.07,54.5,0.48,18.01,77.18,0.0
2025-09-30 13:00:00,3,93.4,0.06,54.63,0.46,18.69,80.86,0.0
2025-09-30 14:00:00,3,93.35,0.06,54.58,0.47,19.3,83.81,0.0
2025-09-30 15:00:00,3,93.95,0.06,55.68,0.47,20.02,86.52,0.0
2025-09-30 16:00:00,3,94.54,0.07,57.24,0.46,20.72,87.57,0.0
2025-09-30 17:00:00,3,95.22,0.09,58.87,0.47,21.18,87.26,0.0
2025-09-30 18:00:00,3,95.97,0.11,59.99,0.48,21.44,86.4,0.0
2025-09-30 19:00:00,3,96.03,0.12,60.42,0.5,21.52,85.8,0.0
2025-09-30 20:00:00,3,95.91,0.12,60.06,0.52,21.33,84.74,0.0
2025-09-30 21:00:00,3,95.11,0.12,59.27,0.53,20.94,83.12,0.0
2025-09-30 22:00:00,3,94.55,0.12,58.37,0.55,20.56,81.81,0.0
2025-09-30 23:00:00,3,93.8,0.12,57.6,0.56,20.23,80.83,0.0
2025-10-01 00:00:00,3,92.77,0.11,56.84,0.56,19.91,80.21,0.0
2025-10-01 01:00:00,3,91.89,0.11,56.52,0.57,19.74,80.29,0.0
2025-10-01 02:00:00,3,91.32,0.11,56.15,0.57,19.66,80.75,0.0
2025-10-01 03:00:00,3,90.61,0.11,55.81,0.58,19.74,81.55,0.0
2025-10-01 04:00:00,3,90.18,0.11,55.46,0.57,19.95,82.36,0.0
2025-10-01 05:00:00,3,90.44,0.1,55.64,0.55,20.43,83.48,0.0
2025-10-01 06:00:00,2,247.21,4.47,44.26,6.79,14.53,27.89,0.0
2025-10-01 07:00:00,2,236.47,4.65,42.81,7.03,14.74,30.6,0.0
2025-10-01 08:00:00,2,222.83,4.56,44.24,7.36,14.96,33.24,0.0
2025-10-01 09:00:00,2,201.71,3.62,51.71,7.36,14.87,34.97,0.0
2025-10-01 10:00:00,2,182.33,2.65,64.69,6.9,15.3,35.96,0.0
2025-10-01 11:00:00,2,171.97,1.74,79.5,6.33,17.28,37.81,0.0
2025-10-01 12:00:00,2,169.35,1.13,91.8,5.92,20.18,40.63,0.0
2025-10-01 13:00:00,3,171.87,0.88,101.24,5.84,23.47,44.46,0.0
2025-10-01 14:00:00,3,174.49,0.81,108.64,5.85,25.85,47.06,0.0
2025-10-01 15:00:00,3,178.55,0.83,114.87,5.73,27.51,48.3,0.0
2025-10-01 16:00:00,3,182.72,0.91,118.61,5.29,28.39,48.22,0.0
2025-10-01 17:00:00,3,185.44,1.1,119.48,4.77,28.29,46.78,0.0
2025-10-01 18:00:00,3,186.25,1.39,117.17,4.31,27.32,44.33,0.0
2025-10-01 19:00:00,3,184.97,1.48,112.34,4.0,25.68,41.21,0.02
2025-10-01 20:00:00,3,179.43,1.31,105.79,3.72,23.37,37.3,0.04
2025-10-01 21:00:00,2,163.96,1.1,95.91,3.08,19.56,31.0,0.05
2025-10-01 22:00:00,2,152.85,0.97,87.56,2.38,17.11,26.76,0.05
2025-10-01 23:00:00,2,145.25,0.96,81.07,1.97,15.4,23.85,0.04
2025-10-02 00:00:00,2,139.97,1.09,75.18,1.79,14.07,21.93,0.03
2025-10-02 01:00:00,2,138.79,1.32,69.88,1.79,13.08,20.75,0.04
2025-10-02 02:00:00,2,140.96,1.64,64.92,2.03,12.24,19.95,0.08
2025-10-02 03:00:00,2,139.68,1.95,59.52,2.61,10.27,16.96,0.12
2025-10-02 04:00:00,1,140.99,2.25,54.72,3.2,9.47,16.35,0.15
2025-10-02 05:00:00,1,142.93,2.58,50.42,3.87,9.22,16.88,0.17
2025-10-02 06:00:00,1,140.33,2.73,47.27,4.22,8.79,17.16,0.18
2025-10-02 07:00:00,1,134.51,2.7,45.73,4.19,8.1,16.78,0.18
2025-10-02 08:00:00,1,127.95,2.62,45.7,4.03,7.5,16.38,0.16
2025-10-02 09:00:00,1,125.31,2.33,47.69,4.05,7.72,17.9,0.16
2025-10-02 10:00:00,2,128.27,2.25,52.05,4.4,9.11,21.45,0.17
2025-10-02 11:00:00,2,132.28,2.11,58.93,4.78,11.22,25.04,0.17
