datetime,aqi,co,no2,o3,so2,pm2_5,pm10,nh3
2025-08-01 00:00:00,4,75.34,0.11,44.85,0.51,31.92,147.74,0.0
2025-08-01 01:00:00,4,76.23,0.1,44.87,0.51,32.07,149.8,0.0
2025-08-01 02:00:00,4,76.66,0.1,44.88,0.51,31.65,149.29,0.0
2025-08-01 03:00:00,4,76.55,0.1,44.92,0.52,30.54,144.1,0.0
2025-08-01 04:00:00,4,76.13,0.1,45.04,0.53,29.06,136.64,0.0
2025-08-01 05:00:00,4,75.66,0.1,45.29,0.54,27.61,129.85,0.0
2025-08-01 06:00:00,4,75.17,0.1,45.73,0.53,25.81,118.61,0.0
2025-08-01 07:00:00,4,75.39,0.1,46.46,0.5,23.46,103.01,0.0
2025-08-01 08:00:00,3,75.59,0.1,47.12,0.47,21.43,89.79,0.0
2025-08-01 09:00:00,3,75.32,0.08,47.44,0.44,20.08,79.59,0.0
2025-08-01 10:00:00,3,74.9,0.07,47.32,0.43,19.66,73.25,0.0
2025-08-01 11:00:00,3,74.68,0.07,46.8,0.42,19.6,68.27,0.0
2025-08-01 12:00:00,3,75.03,0.06,46.23,0.41,19.57,65.52,0.0
2025-08-01 13:00:00,3,75.99,0.06,45.71,0.4,19.56,64.75,0.0
2025-08-01 14:00:00,3,77.52,0.05,45.35,0.39,19.7,65.37,0.0
2025-08-01 15:00:00,3,79.24,0.05,45.23,0.38,19.96,67.95,0.0
2025-08-01 16:00:00,3,80.85,0.05,45.15,0.37,20.1,70.63,0.0
2025-08-01 17:00:00,3,81.54,0.05,45.09,0.38,20.45,74.81,0.0
2025-08-01 18:00:00,3,81.76,0.06,45.05,0.39,21.08,81.17,0.0
2025-08-01 19:00:00,3,81.49,0.08,44.96,0.41,21.93,88.78,0.0
2025-08-01 20:00:00,3,80.33,0.09,44.67,0.43,23.17,98.04,0.0
2025-08-01 21:00:00,4,78.49,0.09,44.01,0.45,24.46,108.02,0.0
2025-08-01 22:00:00,4,76.46,0.09,43.39,0.46,25.64,116.8,0.0
2025-08-01 23:00:00,4,74.49,0.09,42.87,0.47,26.29,122.32,0.0
2025-08-02 00:00:00,4,72.71,0.09,42.56,0.47,25.9,121.78,0.0
2025-08-02 01:00:00,4,71.4,0.09,42.81,0.46,24.54,113.92,0.0
2025-08-02 02:00:00,4,70.73,0.09,43.39,0.43,22.69,102.28,0.0
2025-08-02 03:00:00,3,70.84,0.09,44.35,0.41,20.95,90.78,0.0
2025-08-02 04:00:00,3,71.42,0.08,45.63,0.38,19.45,79.54,0.0
2025-08-02 05:00:00,3,72.05,0.08,46.89,0.36,18.41,71.53,0.0
2025-08-02 06:00:00,3,72.53,0.08,48.04,0.35,17.85,68.08,0.0
2025-08-02 07:00:00,3,72.41,0.08,48.58,0.36,17.85,67.96,0.0
2025-08-02 08:00:00,3,71.8,0.08,48.73,0.36,17.94,67.19,0.0
2025-08-02 09:00:00,3,71.17,0.07,48.62,0.36,17.73,64.45,0.0
2025-08-02 10:00:00,3,70.88,0.06,48.25,0.36,17.47,61.7,0.0
2025-08-02 11:00:00,3,70.64,0.05,47.7,0.36,17.23,60.09,0.0
2025-08-02 12:00:00,3,70.59,0.05,46.93,0.36,17.01,58.17,0.0
2025-08-02 13:00:00,3,70.37,0.05,46.07,0.35,16.85,56.83,0.0
2025-08-02 14:00:00,3,70.23,0.04,45.22,0.34,16.79,57.39,0.0
2025-08-02 15:00:00,3,70.49,0.04,44.57,0.34,16.94,61.03,0.0
2025-08-02 16:00:00,3,70.98,0.04,44.19,0.34,16.85,64.84,0.0
2025-08-02 17:00:00,3,71.83,0.05,44.18,0.33,16.63,66.38,0.0
2025-08-02 18:00:00,3,72.93,0.05,44.37,0.32,16.23,63.4,0.0
2025-08-02 19:00:00,3,74.38,0.06,44.75,0.31,15.99,59.9,0.0
2025-08-02 20:00:00,3,75.95,0.07,45.02,0.3,16.02,58.8,0.0
2025-08-02 21:00:00,3,77.17,0.07,45.14,0.31,16.55,61.7,0.0
2025-08-02 22:00:00,3,77.77,0.08,45.06,0.32,17.7,67.91,0.0
2025-08-02 23:00:00,3,77.3,0.08,44.9,0.34,19.13,74.6,0.0
2025-08-03 00:00:00,3,76.05,0.08,44.66,0.34,20.13,77.63,0.0
2025-08-03 01:00:00,3,74.71,0.08,44.56,0.34,20.64,78.27,0.0
2025-08-03 02:00:00,3,73.44,0.08,44.63,0.33,20.7,78.08,0.0
2025-08-03 03:00:00,3,72.48,0.08,44.84,0.32,20.23,74.42,0.0
2025-08-03 04:00:00,3,72.34,0.08,45.3,0.31,19.36,68.04,0.0
2025-08-03 05:00:00,3,72.61,0.08,45.98,0.3,18.69,62.79,0.0
2025-08-03 06:00:00,3,73.07,0.08,46.61,0.29,18.48,62.12,0.0
2025-08-03 07:00:00,3,73.74,0.08,47.27,0.29,18.73,65.33,0.0
2025-08-03 08:00:00,3,74.46,0.08,48.01,0.29,19.06,68.92,0.0
2025-08-03 09:00:00,3,74.87,0.07,48.68,0.29,19.23,71.52,0.0
2025-08-03 10:00:00,3,74.22,0.06,48.56,0.3,19.53,75.45,0.0
2025-08-03 11:00:00,3,73.46,0.05,48.12,0.31,19.51,77.94,0.0
2025-08-03 12:00:00,3,72.99,0.05,47.45,0.31,19.13,79.16,0.0
2025-08-03 13:00:00,3,72.77,0.04,46.72,0.3,18.35,78.59,0.0
2025-08-03 14:00:00,3,72.75,0.04,46.1,0.29,17.4,76.35,0.0
2025-08-03 15:00:00,3,72.88,0.05,45.68,0.29,16.53,73.44,0.0
2025-08-03 16:00:00,3,72.37,0.05,45.07,0.29,15.88,70.67,0.0
2025-08-03 17:00:00,3,71.28,0.05,44.26,0.3,15.48,68.1,0.0
2025-08-03 18:00:00,3,70.74,0.06,43.72,0.3,15.11,64.09,0.0
2025-08-03 19:00:00,3,71.37,0.08,43.59,0.29,14.68,59.39,0.0
2025-08-03 20:00:00,3,73.01,0.08,43.85,0.29,14.35,56.03,0.0
2025-08-03 21:00:00,3,75.59,0.08,44.42,0.28,13.9,52.7,0.0
2025-08-03 22:00:00,2,78.8,0.08,45.26,0.28,13.47,49.97,0.0
2025-08-03 23:00:00,2,81.1,0.08,45.98,0.28,13.35,48.4,0.0
2025-08-04 00:00:00,2,81.73,0.08,46.29,0.28,13.47,47.55,0.0
2025-08-04 01:00:00,2,81.59,0.08,46.42,0.28,13.85,48.46,0.0
2025-08-04 02:00:00,2,80.7,0.08,46.5,0.28,14.18,49.74,0.0
2025-08-04 03:00:00,3,79.4,0.08,46.66,0.28,14.21,50.48,0.0
2025-08-04 04:00:00,3,78.06,0.08,47.08,0.27,13.96,50.84,0.0
2025-08-04 05:00:00,3,76.89,0.07,47.63,0.28,13.71,51.62,0.0
2025-08-04 06:00:00,3,75.91,0.07,48.24,0.28,13.38,50.22,0.0
2025-08-04 07:00:00,2,74.98,0.08,48.8,0.27,13.05,48.44,0.0
2025-08-04 08:00:00,2,74.41,0.08,49.36,0.27,12.67,46.9,0.0
2025-08-04 09:00:00,2,74.15,0.06,49.82,0.27,12.22,46.47,0.0
2025-08-04 10:00:00,2,74.14,0.05,50.13,0.26,11.78,46.31,0.0
2025-08-04 11:00:00,2,74.22,0.04,49.99,0.26,11.43,45.71,0.0
2025-08-04 12:00:00,2,74.23,0.04,49.31,0.25,11.21,45.05,0.0
2025-08-04 13:00:00,2,74.21,0.03,48.25,0.25,11.22,44.97,0.0
2025-08-04 14:00:00,2,74.14,0.03,47.1,0.25,11.27,44.92,0.0
2025-08-04 15:00:00,2,74.16,0.03,46.17,0.25,11.24,44.07,0.0
2025-08-04 16:00:00,2,74.22,0.04,45.52,0.25,10.9,42.54,0.0
2025-08-04 17:00:00,2,74.02,0.04,45.17,0.25,10.41,41.17,0.0
2025-08-04 18:00:00,2,73.74,0.05,45.03,0.26,9.99,39.48,0.0
2025-08-04 19:00:00,2,73.52,0.06,44.89,0.27,9.82,37.57,0.0
2025-08-04 20:00:00,2,73.62,0.07,44.82,0.28,9.97,37.11,0.0
2025-08-04 21:00:00,2,74.36,0.07,44.76,0.28,10.27,37.11,0.0
2025-08-04 22:00:00,2,75.85,0.07,44.73,0.29,10.66,37.89,0.0
2025-08-04 23:00:00,2,77.0,0.07,44.66,0.3,11.23,40.22,0.0
2025-08-05 00:00:00,2,77.45,0.07,44.39,0.31,11.91,42.91,0.0
2025-08-05 01:00:00,2,77.53,0.07,44.09,0.32,12.63,45.82,0.0
2025-08-05 02:00:00,2,77.09,0.08,43.72,0.32,13.21,49.19,0.0
2025-08-05 03:00:00,3,76.64,0.08,43.39,0.32,13.52,52.21,0.0
2025-08-05 04:00:00,3,76.41,0.08,43.11,0.32,13.35,52.49,0.0
2025-08-05 05:00:00,3,76.11,0.08,42.93,0.31,12.87,50.89,0.0
2025-08-05 06:00:00,3,75.7,0.08,42.87,0.31,12.42,50.2,0.0
2025-08-05 07:00:00,2,75.34,0.08,43.01,0.31,12.12,49.65,0.0
2025-08-05 08:00:00,2,75.36,0.08,43.39,0.31,11.85,47.89,0.0
2025-08-05 09:00:00,2,75.67,0.08,43.88,0.3,11.66,46.32,0.0
2025-08-05 10:00:00,2,76.04,0.07,44.35,0.31,11.81,46.82,0.0
2025-08-05 11:00:00,2,76.52,0.06,44.69,0.31,11.86,47.0,0.0
2025-08-05 12:00:00,2,76.76,0.05,44.87,0.32,11.74,46.49,0.0
2025-08-05 13:00:00,2,76.93,0.05,44.97,0.31,11.49,45.48,0.0
2025-08-05 14:00:00,2,76.8,0.05,44.9,0.31,11.23,44.7,0.0
2025-08-05 15:00:00,2,76.69,0.05,44.71,0.31,10.95,44.54,0.0
2025-08-05 16:00:00,2,77.06,0.06,44.39,0.31,10.5,44.2,0.0
2025-08-05 17:00:00,2,77.63,0.06,43.94,0.31,10.21,44.55,0.0
2025-08-05 18:00:00,2,78.62,0.07,43.5,0.3,10.13,42.87,0.0
2025-08-05 19:00:00,2,79.53,0.08,43.13,0.3,10.26,40.95,0.0
2025-08-05 20:00:00,2,80.05,0.08,42.96,0.3,10.64,41.22,0.0
2025-08-05 21:00:00,2,80.44,0.08,42.92,0.31,11.09,44.47,0.0
2025-08-05 22:00:00,2,81.24,0.08,42.92,0.32,11.44,48.09,0.0
2025-08-05 23:00:00,3,82.16,0.08,42.86,0.33,11.72,50.02,0.0
2025-08-06 00:00:00,3,82.79,0.08,42.67,0.33,11.97,50.03,0.0
2025-08-06 01:00:00,2,83.1,0.08,42.44,0.32,12.24,49.43,0.0
2025-08-06 02:00:00,2,82.8,0.08,42.32,0.32,12.57,49.92,0.0
2025-08-06 03:00:00,3,82.34,0.08,42.23,0.32,12.9,50.84,0.0
2025-08-06 04:00:00,3,81.67,0.08,42.19,0.32,13.36,55.41,0.0
2025-08-06 05:00:00,3,81.16,0.08,42.22,0.32,13.74,59.63,0.0
2025-08-06 06:00:00,3,81.22,0.08,42.36,0.31,13.83,60.66,0.0
2025-08-06 07:00:00,3,81.56,0.08,42.67,0.3,13.56,58.45,0.0
2025-08-06 08:00:00,3,82.25,0.08,43.03,0.29,13.07,55.35,0.0
2025-08-06 09:00:00,3,83.02,0.06,43.45,0.28,12.55,53.89,0.0
2025-08-06 10:00:00,3,83.37,0.05,43.54,0.28,12.15,53.38,0.0
2025-08-06 11:00:00,3,83.36,0.04,43.27,0.28,11.78,52.45,0.0
2025-08-06 12:00:00,2,83.19,0.04,42.73,0.28,11.33,49.07,0.0
2025-08-06 13:00:00,2,82.97,0.04,42.07,0.27,10.78,44.28,0.0
2025-08-06 14:00:00,2,83.07,0.04,41.54,0.26,10.31,40.05,0.0
2025-08-06 15:00:00,2,83.48,0.04,41.29,0.26,10.09,37.3,0.0
2025-08-06 16:00:00,2,83.71,0.04,41.1,0.26,10.14,35.84,0.0
2025-08-06 17:00:00,2,84.23,0.05,41.18,0.26,10.25,34.89,0.0
2025-08-06 18:00:00,2,84.94,0.05,41.33,0.26,10.33,34.5,0.0
2025-08-06 19:00:00,2,85.88,0.07,41.49,0.26,10.41,34.95,0.0
2025-08-06 20:00:00,2,86.87,0.07,41.55,0.26,10.51,36.01,0.0
2025-08-06 21:00:00,2,87.78,0.07,41.55,0.27,10.52,37.27,0.0
2025-08-06 22:00:00,2,88.96,0.07,41.59,0.27,10.53,38.13,0.0
2025-08-06 23:00:00,2,90.05,0.07,41.71,0.27,10.65,38.41,0.0
2025-08-07 00:00:00,2,90.94,0.07,41.86,0.27,10.74,37.94,0.0
2025-08-07 01:00:00,2,92.07,0.07,42.17,0.27,10.83,37.7,0.0
2025-08-07 02:00:00,2,92.91,0.07,42.46,0.27,11.01,38.24,0.0
2025-08-07 03:00:00,2,93.44,0.07,42.78,0.26,11.3,38.74,0.0
2025-08-07 04:00:00,2,93.53,0.07,43.0,0.26,11.72,39.31,0.0
2025-08-07 05:00:00,2,93.31,0.07,43.11,0.26,12.29,41.41,0.0
2025-08-07 06:00:00,2,92.99,0.08,43.27,0.26,13.03,45.56,0.0
2025-08-07 07:00:00,3,92.51,0.08,43.43,0.27,13.87,50.67,0.0
2025-08-07 08:00:00,3,92.66,0.08,43.89,0.27,14.41,54.63,0.0
2025-08-07 09:00:00,3,92.98,0.06,44.38,0.27,14.79,58.48,0.0
2025-08-07 10:00:00,3,92.32,0.05,44.31,0.28,15.44,63.37,0.0
2025-08-07 11:00:00,3,91.05,0.04,43.77,0.3,15.99,67.22,0.0
2025-08-07 12:00:00,3,89.76,0.04,42.87,0.3,16.21,69.43,0.0
2025-08-07 13:00:00,3,88.54,0.04,41.96,0.31,16.03,69.97,0.0
2025-08-07 14:00:00,3,87.73,0.04,41.24,0.3,15.6,69.5,0.0
2025-08-07 15:00:00,3,87.51,0.04,40.9,0.29,14.89,67.27,0.0
2025-08-07 16:00:00,3,88.3,0.04,40.99,0.28,13.71,62.07,0.0
2025-08-07 17:00:00,3,89.11,0.04,41.25,0.26,12.52,56.53,0.0
2025-08-07 18:00:00,3,90.28,0.05,41.73,0.25,11.48,50.81,0.0
2025-08-07 19:00:00,2,91.33,0.06,42.2,0.24,10.72,45.99,0.0
2025-08-07 20:00:00,2,91.8,0.07,42.61,0.23,10.37,43.15,0.0
2025-08-07 21:00:00,2,91.42,0.07,42.81,0.23,10.13,40.93,0.0
2025-08-07 22:00:00,2,90.94,0.07,42.91,0.23,9.93,38.92,0.0
2025-08-07 23:00:00,2,90.43,0.07,42.89,0.23,9.72,37.14,0.0
2025-08-08 00:00:00,2,89.69,0.06,42.69,0.23,9.5,35.79,0.0
2025-08-08 01:00:00,2,89.0,0.06,42.57,0.23,9.42,35.19,0.0
2025-08-08 02:00:00,2,88.25,0.06,42.38,0.24,9.48,35.24,0.0
2025-08-08 03:00:00,2,87.76,0.06,42.28,0.24,9.55,34.18,0.0
2025-08-08 04:00:00,2,87.54,0.06,42.22,0.23,9.52,32.69,0.0
2025-08-08 05:00:00,2,88.07,0.06,42.26,0.22,9.49,31.72,0.0
2025-08-08 06:00:00,2,88.92,0.06,42.4,0.22,9.57,31.72,0.0
2025-08-08 07:00:00,2,90.03,0.07,42.6,0.22,9.8,32.84,0.0
2025-08-08 08:00:00,2,91.22,0.06,42.88,0.22,10.15,34.66,0.0
2025-08-08 09:00:00,2,91.78,0.05,43.04,0.22,10.58,36.84,0.0
2025-08-08 10:00:00,2,91.71,0.04,42.98,0.22,11.12,39.95,0.0
2025-08-08 11:00:00,2,90.71,0.04,42.55,0.22,11.71,43.9,0.0
2025-08-08 12:00:00,2,89.29,0.03,41.75,0.23,12.28,48.73,0.0
2025-08-08 13:00:00,3,87.28,0.03,40.71,0.23,12.93,53.87,0.0
2025-08-08 14:00:00,3,84.77,0.03,39.61,0.24,13.37,57.33,0.0
2025-08-08 15:00:00,3,82.64,0.03,38.59,0.25,13.45,59.0,0.0
2025-08-08 16:00:00,3,80.57,0.03,37.89,0.26,13.09,59.13,0.0
2025-08-08 17:00:00,3,79.12,0.04,37.53,0.27,12.49,58.41,0.0
2025-08-08 18:00:00,3,77.79,0.05,37.59,0.28,11.89,57.19,0.0
2025-08-08 19:00:00,3,76.68,0.06,37.77,0.29,11.41,55.74,0.0
2025-08-08 20:00:00,3,75.62,0.07,38.03,0.3,11.12,54.14,0.0
2025-08-08 21:00:00,3,74.97,0.07,38.37,0.3,10.71,50.16,0.0
2025-08-08 22:00:00,2,75.48,0.07,38.84,0.29,10.01,44.02,0.0
2025-08-08 23:00:00,2,76.25,0.07,39.24,0.28,9.4,39.23,0.0
2025-08-09 00:00:00,2,76.57,0.07,39.41,0.27,9.0,35.45,0.0
2025-08-09 01:00:00,2,76.96,0.07,39.56,0.27,8.88,34.38,0.0
2025-08-09 02:00:00,2,77.41,0.06,39.64,0.27,8.97,35.12,0.0
2025-08-09 03:00:00,2,78.08,0.06,39.71,0.28,9.1,36.11,0.0
2025-08-09 04:00:00,2,79.12,0.06,39.83,0.27,9.07,35.79,0.0
2025-08-09 05:00:00,2,80.35,0.06,40.04,0.26,8.92,34.44,0.0
2025-08-09 06:00:00,2,81.27,0.06,40.18,0.25,8.82,33.94,0.0
2025-08-09 07:00:00,2,81.44,0.06,40.28,0.25,8.88,34.16,0.0
2025-08-09 08:00:00,2,81.39,0.06,40.42,0.24,9.0,34.5,0.0
2025-08-09 09:00:00,2,81.3,0.06,40.62,0.24,9.16,35.15,0.0
2025-08-09 10:00:00,2,80.39,0.05,40.76,0.24,9.62,37.52,0.0
2025-08-09 11:00:00,2,79.27,0.04,40.79,0.24,10.35,41.4,0.0
2025-08-09 12:00:00,2,78.34,0.04,40.77,0.25,11.09,45.61,0.0
2025-08-09 13:00:00,2,77.68,0.04,40.68,0.25,11.71,49.46,0.0
2025-08-09 14:00:00,3,77.65,0.04,40.66,0.25,12.03,52.17,0.0
2025-08-09 15:00:00,3,77.93,0.04,40.62,0.26,12.1,54.09,0.0
2025-08-09 16:00:00,3,77.34,0.04,40.19,0.26,12.21,56.38,0.0
2025-08-09 17:00:00,3,76.14,0.05,39.43,0.28,12.45,59.05,0.0
2025-08-09 18:00:00,3,74.57,0.06,38.65,0.29,12.72,61.52,0.0
2025-08-09 19:00:00,3,72.9,0.06,37.95,0.3,12.83,62.9,0.0
2025-08-09 20:00:00,3,71.46,0.07,37.5,0.3,12.79,62.97,0.0
2025-08-09 21:00:00,3,70.27,0.07,37.33,0.31,12.31,60.58,0.0
2025-08-09 22:00:00,3,69.84,0.07,37.49,0.31,11.46,55.81,0.0
2025-08-09 23:00:00,3,69.21,0.07,37.68,0.31,10.71,51.12,0.0
2025-08-10 00:00:00,2,68.44,0.07,37.78,0.31,10.11,46.28,0.0
2025-08-10 01:00:00,2,68.22,0.07,37.89,0.31,9.6,42.4,0.0
2025-08-10 02:00:00,2,68.66,0.07,38.01,0.31,9.08,39.26,0.0
2025-08-10 03:00:00,2,69.65,0.07,38.09,0.3,8.62,37.27,0.0
2025-08-10 04:00:00,2,70.69,0.07,38.12,0.29,8.4,36.09,0.0
2025-08-10 05:00:00,2,71.37,0.07,38.07,0.29,8.44,35.34,0.0
2025-08-10 06:00:00,2,71.69,0.07,38.02,0.28,8.65,34.27,0.0
2025-08-10 07:00:00,2,71.42,0.07,37.78,0.28,8.95,33.13,0.0
2025-08-10 08:00:00,2,71.18,0.07,37.61,0.27,9.22,32.63,0.0
2025-08-10 09:00:00,2,71.26,0.06,37.52,0.26,9.51,32.88,0.0
2025-08-10 10:00:00,2,71.16,0.05,37.38,0.26,10.13,35.14,0.0
2025-08-10 11:00:00,2,71.47,0.05,37.15,0.27,10.78,38.08,0.0
2025-08-10 12:00:00,2,72.4,0.04,36.85,0.27,11.28,41.08,0.0
2025-08-10 13:00:00,2,73.37,0.04,36.57,0.26,11.54,43.7,0.0
2025-08-10 14:00:00,2,74.13,0.04,36.21,0.26,11.72,46.11,0.0
2025-08-10 15:00:00,2,74.44,0.04,36.08,0.26,11.91,49.07,0.0
2025-08-10 16:00:00,3,74.32,0.04,36.07,0.27,11.98,51.99,0.0
2025-08-10 17:00:00,3,73.35,0.05,36.19,0.28,12.2,54.43,0.0
2025-08-10 18:00:00,3,72.3,0.06,36.48,0.29,12.38,55.76,0.0
2025-08-10 19:00:00,3,71.47,0.07,36.72,0.3,12.12,53.98,0.0
2025-08-10 20:00:00,2,71.15,0.07,37.11,0.29,11.52,49.86,0.0
2025-08-10 21:00:00,2,71.56,0.07,37.41,0.28,10.78,44.49,0.0
2025-08-10 22:00:00,2,72.3,0.07,37.79,0.28,10.14,40.6,0.0
2025-08-10 23:00:00,2,72.54,0.07,38.19,0.3,9.66,38.85,0.0
2025-08-11 00:00:00,2,72.68,0.07,38.46,0.3,9.19,37.38,0.0
2025-08-11 01:00:00,2,72.98,0.07,38.7,0.3,8.71,35.77,0.0
2025-08-11 02:00:00,2,73.66,0.07,38.91,0.3,8.31,34.21,0.0
2025-08-11 03:00:00,2,74.58,0.06,39.17,0.29,7.99,32.05,0.0
2025-08-11 04:00:00,2,75.3,0.06,39.42,0.28,7.87,29.75,0.0
2025-08-11 05:00:00,2,76.07,0.06,39.67,0.27,7.97,28.4,0.0
2025-08-11 06:00:00,2,76.64,0.06,39.92,0.28,8.27,29.02,0.0
2025-08-11 07:00:00,2,77.33,0.07,40.1,0.29,8.69,30.59,0.0
2025-08-11 08:00:00,2,78.37,0.07,40.25,0.29,8.89,31.1,0.0
2025-08-11 09:00:00,2,79.32,0.06,40.28,0.29,9.03,31.87,0.0
2025-08-11 10:00:00,2,80.06,0.05,40.07,0.31,9.45,34.6,0.0
2025-08-11 11:00:00,2,80.16,0.04,39.54,0.32,10.09,38.89,0.0
2025-08-11 12:00:00,2,79.75,0.04,38.61,0.33,10.83,43.73,0.0
2025-08-11 13:00:00,2,79.13,0.04,37.58,0.33,11.33,47.11,0.0
2025-08-11 14:00:00,2,78.09,0.04,36.7,0.33,11.6,48.99,0.0
2025-08-11 15:00:00,3,76.84,0.04,36.01,0.33,11.72,50.07,0.0
2025-08-11 16:00:00,2,75.2,0.04,35.74,0.33,11.53,49.81,0.0
2025-08-11 17:00:00,2,73.71,0.05,35.8,0.34,11.15,48.74,0.0
2025-08-11 18:00:00,2,73.28,0.07,36.29,0.35,10.65,46.97,0.0
2025-08-11 19:00:00,2,73.82,0.08,36.85,0.35,10.12,44.73,0.0
2025-08-11 20:00:00,2,74.7,0.08,37.24,0.35,9.65,42.63,0.0
2025-08-11 21:00:00,2,75.57,0.08,37.46,0.35,9.26,40.87,0.0
2025-08-11 22:00:00,2,76.24,0.08,37.53,0.35,9.23,40.79,0.0
2025-08-11 23:00:00,2,76.46,0.08,37.48,0.36,9.57,42.82,0.0
2025-08-12 00:00:00,2,75.93,0.08,37.2,0.38,10.25,45.02,0.0
2025-08-12 01:00:00,2,75.34,0.08,36.87,0.4,11.07,47.55,0.0
2025-08-12 02:00:00,2,75.22,0.09,36.56,0.4,11.52,48.88,0.0
2025-08-12 03:00:00,2,75.88,0.08,36.48,0.4,11.37,47.44,0.0
2025-08-12 04:00:00,2,77.03,0.08,36.71,0.39,10.92,45.65,0.0
2025-08-12 05:00:00,2,77.91,0.08,37.08,0.38,10.77,45.73,0.0
2025-08-12 06:00:00,2,78.14,0.08,37.44,0.39,11.33,49.15,0.0
2025-08-12 07:00:00,3,77.05,0.08,37.0,0.41,12.65,55.73,0.0
2025-08-12 08:00:00,3,75.49,0.08,36.34,0.44,13.79,61.74,0.0
2025-08-12 09:00:00,3,74.42,0.08,36.05,0.44,14.18,63.61,0.0
2025-08-12 10:00:00,3,74.3,0.07,36.31,0.43,14.09,63.45,0.0
2025-08-12 11:00:00,3,74.56,0.06,36.78,0.42,13.75,62.49,0.0
2025-08-12 12:00:00,3,74.82,0.05,37.04,0.41,13.4,61.93,0.0
2025-08-12 13:00:00,3,74.34,0.05,36.88,0.42,13.27,61.99,0.0
2025-08-12 14:00:00,3,73.37,0.05,36.42,0.43,13.33,62.4,0.0
2025-08-12 15:00:00,3,72.87,0.05,36.19,0.44,13.44,62.63,0.0
2025-08-12 16:00:00,3,72.93,0.06,36.29,0.44,13.32,61.44,0.0
2025-08-12 17:00:00,3,73.53,0.06,36.6,0.44,13.1,59.69,0.0
2025-08-12 18:00:00,3,74.02,0.08,36.97,0.44,13.14,59.12,0.0
2025-08-12 19:00:00,3,73.71,0.1,37.27,0.44,13.29,59.16,0.0
2025-08-12 20:00:00,3,73.11,0.1,37.51,0.45,13.53,59.89,0.0
2025-08-12 21:00:00,3,72.94,0.11,37.77,0.46,13.72,60.74,0.0
2025-08-12 22:00:00,3,73.35,0.11,38.16,0.45,13.66,60.43,0.0
2025-08-12 23:00:00,3,74.22,0.11,38.47,0.45,13.7,60.56,0.0
2025-08-13 00:00:00,3,74.55,0.11,38.6,0.45,14.22,61.85,0.0
2025-08-13 01:00:00,3,74.32,0.11,38.5,0.46,15.45,66.98,0.0
2025-08-13 02:00:00,3,73.71,0.11,38.21,0.49,16.89,73.96,0.0
2025-08-13 03:00:00,3,73.29,0.12,38.22,0.5,18.04,80.07,0.0
2025-08-13 04:00:00,3,73.39,0.12,38.6,0.5,18.65,83.86,0.0
2025-08-13 05:00:00,3,74.13,0.12,39.34,0.51,19.38,87.88,0.0
2025-08-13 06:00:00,3,74.82,0.11,40.31,0.51,20.56,94.71,0.0
2025-08-13 07:00:00,4,75.08,0.11,40.93,0.52,21.57,101.01,0.0
2025-08-13 08:00:00,4,74.95,0.12,41.15,0.53,22.13,104.57,0.0
2025-08-13 09:00:00,4,74.59,0.12,41.11,0.52,22.26,105.95,0.0
2025-08-13 10:00:00,4,74.26,0.11,41.05,0.52,22.19,106.15,0.0
2025-08-13 11:00:00,4,74.17,0.09,40.86,0.51,21.93,105.39,0.0
2025-08-13 12:00:00,4,74.06,0.08,40.5,0.5,21.49,103.68,0.0
2025-08-13 13:00:00,4,73.99,0.07,40.03,0.5,20.96,101.37,0.0
2025-08-13 14:00:00,3,73.89,0.07,39.54,0.5,20.47,99.19,0.0
2025-08-13 15:00:00,3,73.93,0.07,39.25,0.5,20.14,97.6,0.0
2025-08-13 16:00:00,3,74.13,0.08,39.15,0.5,19.85,96.22,0.0
2025-08-13 17:00:00,3,74.27,0.09,39.24,0.49,19.66,95.0,0.0
2025-08-13 18:00:00,3,74.85,0.1,39.45,0.49,19.61,94.33,0.0
2025-08-13 19:00:00,3,74.99,0.11,39.53,0.49,19.65,93.74,0.0
2025-08-13 20:00:00,3,75.01,0.11,39.53,0.5,19.78,93.45,0.0
2025-08-13 21:00:00,3,75.04,0.11,39.52,0.5,19.88,93.15,0.0
2025-08-13 22:00:00,3,75.31,0.11,39.65,0.49,19.94,92.82,0.0
2025-08-13 23:00:00,3,75.76,0.11,39.88,0.48,19.93,92.41,0.0
2025-08-14 00:00:00,3,76.33,0.11,40.25,0.46,19.81,91.97,0.0
2025-08-14 01:00:00,3,76.78,0.11,40.62,0.44,19.86,92.46,0.0
2025-08-14 02:00:00,3,77.01,0.11,40.67,0.43,20.01,92.97,0.0
2025-08-14 03:00:00,3,77.15,0.11,40.62,0.43,20.21,93.43,0.0
2025-08-14 04:00:00,3,77.36,0.11,40.66,0.43,20.38,93.6,0.0
2025-08-14 05:00:00,3,77.71,0.11,40.84,0.42,20.57,94.2,0.0
2025-08-14 06:00:00,3,78.29,0.11,41.26,0.4,20.8,95.37,0.0
2025-08-14 07:00:00,3,78.85,0.11,41.62,0.39,21.03,96.32,0.0
2025-08-14 08:00:00,3,79.18,0.12,41.78,0.38,21.16,96.47,0.0
2025-08-14 09:00:00,3,79.26,0.12,41.66,0.37,21.15,95.87,0.0
2025-08-14 10:00:00,3,79.37,0.11,41.61,0.36,21.06,94.98,0.0
2025-08-14 11:00:00,3,79.4,0.11,41.49,0.36,20.93,93.9,0.0
